(0, 0, 0, 0, 0, 0, 0, 0),
(0, 0, 0, 0, 0, 0, 0, 1),
(0, 0, 0, 0, 0, 0, 0, 2),
(0, 0, 0, 0, 0, 0, 0, 7),
(0, 0, 0, 0, 0, 0, 0, 9),
(0, 0, 0, 0, 0, 0, 0, 11),
(0, 0, 0, 0, 0, 0, 0, 13),
(0, 0, 0, 0, 0, 0, 0, 15),
(0, 0, 0, 0, 0, 0, 1, 2),
(0, 0, 0, 0, 0, 0, 2, 2),
(0, 0, 0, 0, 0, 0, 2, 15),
(0, 0, 0, 0, 0, 0, 7, 7),
(0, 0, 0, 0, 0, 0, 7, 9),
(0, 0, 0, 0, 0, 0, 9, 9),
(0, 0, 0, 0, 0, 0, 9, 11),
(0, 0, 0, 0, 0, 0, 11, 11),
(0, 0, 0, 0, 0, 0, 11, 13),
(0, 0, 0, 0, 0, 0, 13, 13),
(0, 0, 0, 0, 0, 1, 2, 2),
(0, 0, 0, 0, 0, 2, 2, 2),
(0, 0, 0, 0, 0, 2, 2, 15),
(0, 0, 0, 0, 0, 7, 7, 7),
(0, 0, 0, 0, 0, 7, 7, 9),
(0, 0, 0, 0, 0, 7, 9, 9),
(0, 0, 0, 0, 0, 9, 9, 9),
(0, 0, 0, 0, 0, 9, 9, 11),
(0, 0, 0, 0, 0, 9, 11, 11),
(0, 0, 0, 0, 0, 11, 11, 11),
(0, 0, 0, 0, 2, 2, 2, 2),
(0, 0, 0, 0, 7, 7, 7, 7),
(0, 0, 0, 0, 7, 7, 7, 9),
(0, 0, 0, 0, 7, 7, 9, 9),
(0, 0, 0, 0, 7, 9, 9, 9),
(0, 0, 0, 0, 9, 9, 9, 9),
(0, 0, 0, 0, 9, 9, 9, 11),
(0, 0, 0, 0, 9, 9, 11, 11),
(0, 0, 0, 2, 2, 2, 2, 2),
(0, 0, 0, 7, 7, 7, 7, 7),
(0, 0, 0, 7, 7, 7, 7, 9),
(0, 0, 0, 7, 7, 7, 9, 9),
(0, 0, 0, 7, 7, 9, 9, 9),
(0, 0, 0, 7, 9, 9, 9, 9),
(0, 0, 0, 9, 9, 9, 9, 9),
(0, 0, 0, 9, 9, 9, 9, 11),
(0, 0, 2, 2, 2, 2, 2, 2),
(0, 0, 7, 7, 7, 7, 7, 7),
(0, 0, 7, 7, 7, 7, 7, 9),
(0, 0, 7, 7, 7, 7, 9, 9),
(0, 0, 7, 7, 7, 9, 9, 9),
(0, 0, 7, 7, 9, 9, 9, 9),
(0, 0, 7, 9, 9, 9, 9, 9),
(0, 0, 9, 9, 9, 9, 9, 9),
(0, 7, 7, 7, 7, 7, 7, 7),
(0, 7, 7, 7, 7, 7, 7, 9),
(0, 7, 7, 7, 7, 7, 9, 9),
(0, 7, 7, 7, 7, 9, 9, 9),
(0, 7, 7, 7, 9, 9, 9, 9),
(0, 7, 7, 9, 9, 9, 9, 9),
(0, 7, 9, 9, 9, 9, 9, 9)
